id,sku,name,category,brand,description,unit_price,cost,stock_quantity,is_active,created_at,supplier_id
105,ALIE-10104,Alienware m16 R2,Laptops,Alienware,"A premium gaming machine featuring RTX 4090, Intel Core i9, and 16-inch 480Hz display for maximum refresh gaming performance. Advanced thermal engineering keeps thermals in check during intense sessions.",1375.01,784.88,284,1,2024-11-26T04:53:14.683Z,7
106,HUAW-10105,Huawei MateBook X Pro,Laptops,Huawei,"An ultraslim aluminum laptop with Intel Core i7, 3K LTPS touchscreen, and 13 hours of battery life for professionals. Seamless integration with Huawei ecosystem devices.",1498.48,1051.53,332,1,2024-10-27T00:02:48.353Z,3
107,CLEV-10106,Clevo P170EM Gaming Beast,Laptops,Clevo,"A powerful 17-inch gaming laptop with RTX 4070, Intel Core i7, and customizable RGB lighting throughout. Designed for enthusiasts who want ultimate customization and raw performance.",2882.77,1646.81,258,1,2021-11-01T02:53:56.276Z,1
108,ASUS-10107,Rog Ally X Handheld Gaming Device,Laptops,ASUS,A portable gaming device running Windows 11 with custom Z1 Extreme processor and 7-inch IPS touchscreen. Perfect for retro and modern gaming on the go with expandable storage.,2314.57,1616.42,344,0,2022-10-04T03:59:34.277Z,13
109,VAIO-10108,Vaio SX14,Laptops,VAIO,"A premium business ultrabook with Intel Core i7, magnesium alloy chassis, and exceptional keyboard feel. Offers secure computing features for enterprise environments.",775.16,485.53,172,1,2021-04-22T08:02:11.093Z,29
110,SCHE-10109,Schenker XMG Pro 16,Laptops,Schenker,"A German-engineered gaming laptop with RTX 4080, Intel Core i9, and liquid cooling option for sustained performance. Highly customizable for gaming and content creation.",1684.44,1310.34,165,1,2024-01-16T08:46:34.131Z,1
111,GOOG-10110,Chromebook Pro Plus,Laptops,Google,"A premium 14-inch Chrome OS laptop with 3K display, stylus support, and MediaTek Kompanio processor for productivity and creative tasks. Perfect for cloud-first computing workflows.",1656.58,1262.84,327,1,2022-07-15T06:39:10.471Z,36
112,PNY-10111,PNY ProBook X15,Laptops,PNY,"A workstation-class laptop with NVIDIA Quadro RTX 5000, Intel Core i9, and 64GB DDR5 RAM for professional visualization work. Certified for CAD, engineering, and medical imaging.",2971.56,1721.29,352,1,2021-01-08T00:14:55.027Z,7
113,ONEP-10112,OnePlus Pad Air,Laptops,OnePlus,"A sleek 11.5-inch tablet with Snapdragon 8 Gen 3, smooth 144Hz display, and premium construction. Optimized for multitasking and OxygenOS customization.",1114.76,834.53,146,1,2024-02-05T16:23:19.825Z,23
114,TOSH-10113,Toshiba Tecra A50-K,Laptops,Toshiba,"A durable business laptop with Intel Core i7, MIL-STD-810G certification, and port replicator dock support. Built for corporate IT environments with strong security features.",817.16,596.32,240,1,2022-08-02T18:19:35.404Z,19
115,SYST-10114,System76 Lemur Pro,Laptops,System76,"An open-source developer laptop running Pop!_OS with Intel Core i7, customizable keyboard, and 100% free software support. Ideal for Linux developers and privacy-conscious users.",1215.9,936.75,200,1,2024-07-28T13:56:57.459Z,25
116,HP-10115,HP Envy 16 2024,Laptops,HP,"A premium 16-inch laptop featuring Intel Core i9, RTX 4070 Super, and 3.2K OLED display with 120Hz refresh rate. Perfect for creative professionals and power users demanding high performance and vivid visuals.",625.98,402.31,286,1,2021-07-03T06:26:27.234Z,13
117,LENO-10116,Lenovo IdeaPad Pro 5,Laptops,Lenovo,"A mid-range productivity laptop with AMD Ryzen 7 7840HS, 16GB RAM, and 14-inch IPS display. Excellent value for students and professionals seeking reliable everyday computing.",1620.42,989.45,109,1,2023-06-28T16:39:58.236Z,23
118,ASUS-10117,ASUS VivoBook 15,Laptops,ASUS,"An affordable everyday laptop featuring Intel Core i5, 512GB SSD, and 15.6-inch full HD display. Lightweight design and impressive battery life make it ideal for students and remote workers.",2167.24,1202.37,190,1,2023-06-08T19:55:29.636Z,9
119,DELL-10118,Dell Latitude 5440,Laptops,Dell,"A business-class ultrabook with Intel Core i7, military-grade durability, and optional touchscreen for professional environments. Includes Dell ProSupport for enterprise users.",2066.28,1255.29,380,1,2023-08-23T08:48:10.104Z,10
120,RAZE-10119,Razer Blade 14,Laptops,Razer,"A compact gaming beast with RTX 4090, Intel Core i9, and 14-inch 240Hz display in Razer's iconic black chassis. Engineered for competitive gamers who demand portability without sacrificing power.",1304.39,1012.57,359,1,2024-08-22T01:17:43.223Z,32
121,MSI-10120,MSI Modern 14 B12M,Laptops,MSI,"A lightweight business laptop with Intel Core i7, aluminum unibody design, and exceptional keyboard for typing-intensive work. All-day battery life supports mobile professionals.",710.98,404.96,169,0,2024-08-26T06:14:40.159Z,16
122,ACER-10121,Acer Aspire 5 A515-47,Laptops,Acer,"A mainstream laptop with AMD Ryzen 5, 15.6-inch IPS display, and dual-fan cooling for consistent performance. Great balance of features and affordability for everyday tasks.",1803.69,1062.08,453,0,2021-10-02T15:09:05.244Z,14
123,ASUS-10122,ASUS TUF Gaming F15,Laptops,ASUS,"A durable gaming laptop with RTX 4060, Intel Core i5, and 15.6-inch 144Hz display in a reinforced chassis. Built tough for gaming enthusiasts seeking long-term reliability.",2376.91,1592.58,144,1,2023-08-11T11:47:45.884Z,5
124,LENO-10123,Lenovo ThinkBook 16 Plus Gen 5,Laptops,Lenovo,"A content creator laptop with Intel Core i7, RTX 4060, and 16-inch 3K display with 100% sRGB color accuracy. Collaborative features and connectivity options enhance team productivity.",662.75,433.22,198,1,2021-11-29T20:19:16.680Z,39
125,DELL-10124,Dell Inspiron 14 5420,Laptops,Dell,"An entry-level laptop with Intel Core i5, 256GB SSD, and 14-inch FHD display for basic computing needs. Affordable and reliable for everyday web browsing and office work.",1430.65,1133.54,286,1,2021-03-22T09:14:50.494Z,14
126,SAMS-10125,Samsung Galaxy Book3 Pro,Laptops,Samsung,"A sleek 14-inch laptop with Intel Core i7, AMOLED display, and premium aluminum construction. Seamlessly connects with Galaxy smartphones and tablets for enhanced productivity.",2250.73,1516.82,379,1,2022-11-20T07:33:59.488Z,33
127,ASUS-10126,Asus ProArt Display PA148CTC,Laptops,ASUS,A portable 15.6-inch monitor-laptop combo with USB-C connectivity and IPS panel for on-location color grading. Essential tool for video editors and digital artists requiring mobile calibration.,1940.02,1117.66,105,1,2021-10-09T18:29:50.935Z,11
128,GIGA-10127,Gigabyte G7 GE-42,Laptops,Gigabyte,"A mid-range gaming laptop featuring RTX 4050, Intel Core i7, and 17.3-inch 144Hz IPS display. Excellent value for casual gamers who want performance without premium pricing.",2262.13,1482.53,430,1,2023-05-16T03:06:30.602Z,5
129,LG-10128,LG UltraBook 17UP550,Laptops,LG,"A lightweight 17-inch workstation with Intel Core i9, RTX 4070, and Thunderbolt 4 connectivity for content creation. Premium display and thermal design sustain demanding workflows.",592.66,441.07,349,1,2023-01-26T03:15:39.688Z,28
130,HUAW-10129,Huawei D16,Laptops,Huawei,"A commercial-grade business laptop with AMD Ryzen 7, 16-inch display, and MIL-STD testing compliance. Robust security features and long battery life support enterprise deployment.",747.56,554.01,424,1,2023-05-13T17:30:36.529Z,22
131,ALIE-10130,Alienware x16 R1,Laptops,Alienware,"A premium gaming powerhouse with RTX 4090, Intel Core i9 HX, and 16-inch 240Hz display in signature Alienware design. Extreme cooling and customizable RGB lighting appeal to hardcore gamers.",2321.29,1465.95,91,0,2023-12-03T15:15:34.377Z,5
132,VAIO-10131,Sony VAIO SZ14,Laptops,VAIO,"A premium ultrabook with Intel Core i7, 14-inch 3K display, and premium magnesium chassis. Engineered for creative professionals seeking Japanese precision and design quality.",1083.65,735.25,169,1,2024-04-24T19:21:17.237Z,23
133,ASUS-10132,Asus Chromebook Flip C436,Laptops,ASUS,"A versatile 2-in-1 Chromebook with Intel Core i5, touchscreen, and 360-degree convertible hinge. Perfect for students and budget-conscious users favoring Chrome OS simplicity.",1326.72,972.35,209,1,2024-11-15T00:14:39.914Z,30
134,RAZE-10133,Razer Pro Type,Laptops,Razer,A mechanical gaming keyboard with optical switches and wireless connectivity for desktop or laptop use. Precision engineering delivers tournament-grade responsiveness and durability.,1029.88,817.67,415,1,2024-05-13T02:39:59.442Z,18
135,MSI-10134,MSI Creator M16 Ai Studio,Laptops,MSI,"A creative workstation with RTX 4080 Super, Intel Core i9, and 16-inch 4K mini-LED display for professional content creation. AI-powered features accelerate rendering workflows.",2110.25,1279.2,90,1,2023-12-16T21:27:59.323Z,27
136,ACER-10135,Acer ConceptD 3,Laptops,Acer,"A professional design laptop with RTX 4070, Intel Core i7, and 15.6-inch Pantone-certified display. Calibrated out-of-box for photography, video, and 3D modeling.",2521.47,1603.81,367,1,2022-08-15T06:47:35.844Z,24
137,LENO-10136,Lenovo Yoga Pro 9i Gen 8,Laptops,Lenovo,"A flexible convertible with Intel Core i7, OLED touchscreen, and 360-degree hinge for tent, tablet, or laptop modes. Stylus support and premium build enhance creative workflows.",2704.54,1917.65,118,1,2024-06-22T22:40:27.976Z,10
138,ASUS-10137,ASUS ExpertBook B5,Laptops,ASUS,"A security-focused business ultrabook with Intel Core i7, fingerprint reader, and optional 4G LTE connectivity. MIL-STD durability and encrypted storage protect sensitive corporate data.",2523.47,1443.3,15,1,2024-12-24T11:54:12.047Z,33
139,DELL-10138,Dell G16 Special Edition,Laptops,Dell,"A gaming laptop featuring RTX 4070 Ti, Intel Core i9, and 16-inch 240Hz display with Dell's thermal management. Balances high performance with sleek design for gaming and productivity.",1343.15,1009.85,309,1,2023-03-10T19:37:01.665Z,21
140,HP-10139,HP Pavilion Gaming 16,Laptops,HP,"A budget-friendly gaming laptop with RTX 4050, Intel Core i7, and 16-inch 144Hz display. Solid entry point for new gamers discovering their gaming preferences and style.",1567.87,1154.16,448,1,2023-11-06T16:31:49.230Z,16
141,LENO-10140,Lenovo Legion 9 RTX,Laptops,Lenovo,"A flagship gaming laptop with RTX 4090 Super, Intel Core i9-14900KS, and 16-inch 2.5K 240Hz display for extreme gaming performance. Advanced vapor chamber cooling and customizable RGB lighting deliver competitive gaming excellence.",1777.08,1039.83,488,1,2022-02-07T22:29:37.688Z,36
142,APPL-10141,Apple MacBook Air M3 15-inch,Laptops,Apple,"A powerful yet thin laptop powered by Apple's M3 chip with up to 10-core GPU, stunning Liquid Retina display, and exceptional battery life. Ideal for creatives and professionals needing portability without compromising performance.",1980.69,1219.4,394,0,2023-09-23T16:42:02.426Z,34
143,DELL-10142,Dell Precision 5490,Laptops,Dell,"A mobile workstation with Intel Core i9, RTX 6000 Ada GPU, and 16-inch 4K anti-glare display for professional engineering and design. ECC memory and ISV certification ensure reliability for mission-critical work.",1296.16,840.46,118,1,2023-02-08T05:59:21.496Z,33
144,ASUS-10143,ASUS ROG Zephyrus G16 GU603ZX,Laptops,ASUS,"An ultraslim gaming powerhouse featuring RTX 4090, Intel Core i9 HX, and 16-inch 240Hz OLED display in an innovative panel design. Sliding rear access design optimizes thermals while maintaining extreme portability.",515.12,341.57,498,1,2022-04-18T08:31:54.269Z,25
145,RAZE-10144,Razer Blade 18 Studio,Laptops,Razer,"A creative workstation with RTX 4080 Super, Intel Core i9, and 18-inch OLED display with 100% DCI-P3 color accuracy. Premium build and Thunderbolt 4 connectivity support professional content production workflows.",1650.43,1055.35,364,1,2024-03-29T03:17:43.938Z,17
146,HP-10145,HP ZBook Fury 17 G10,Laptops,HP,"A professional workstation featuring RTX 6000 Ada, Intel Xeon CPU, and 17-inch 4K calibrated display for demanding visualization tasks. Military-grade durability combined with enterprise security features protect valuable design assets.",1123.48,864.1,175,1,2022-03-25T22:55:28.765Z,37
147,MSI-10146,MSI Raider GE78 HX,Laptops,MSI,"A high-end gaming laptop with RTX 4090, Intel Core i9 HX, and 17.3-inch 360Hz display for esports enthusiasts. Quad-fan cooling architecture manages thermal loads during extended gaming sessions.",916.19,537.1,164,1,2022-06-22T19:29:33.883Z,18
148,ACER-10147,Acer Nitro 16 Phoenix,Laptops,Acer,"A gaming laptop featuring RTX 4070 Ti Super, Intel Core i9, and 16-inch 240Hz IPS display with vibrant colors. AI-driven thermal management and customizable performance modes enhance both gaming and multitasking.",728.86,484.87,30,1,2024-02-14T11:40:02.931Z,24
149,LENO-10148,Lenovo ThinkPad Z13 Gen 2,Laptops,Lenovo,"A premium ultrabook with AMD Ryzen 7 8840U, 13.3-inch OLED touchscreen, and military-grade MIL-SPEC durability. Sustainable design with recycled materials appeals to environmentally conscious professionals.",1375.66,770.74,43,1,2022-09-29T13:23:41.209Z,5
